15	3	1	uniform	REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
15	3	1	uniform	G000721275	0.183266	0.43091	0.1935884090983826
15	3	1	uniform	G000721445	0.199423	0.33438	0.24076642520204847
15	3	1	uniform	G000725495	0.168437	0.51355	0.17618802680498816
15	3	1	uniform	G000725795	0.169337	0.43596	0.17881491190095744
15	3	1	uniform	G000745345	0.199335	0.32155	0.22899750544805644
15	3	1	uniform	G000802245	0.166689	0.41452	0.1964749119009574
15	3	1	uniform	G000818195	0.226357	0.03089	0.1945500515981816
15	3	1	uniform	G000819545	0.156528	0.3599	0.18548047797216047
15	3	1	uniform	G000827005	0.184336	0.38684	0.19519670857998667
15	3	1	uniform	G000830005	0.182828	0.41556	0.1862984090983826
15	3	1	uniform	G000935125	0.187536	0.34989	0.19812308756006303
15	3	1	uniform	G000938975	0.194518	0.40065	0.21611028347018232
15	3	1	uniform	G000964305	0.198088	0.27432	0.24455642520204846
15	3	1	uniform	G000968255	0.159935	0.53372	0.17540802680498818
15	3	1	uniform	G000993785	0.200701	0.26639	0.24381642520204846
15	3	1	uniform	G001005085	0.161756	0.5291	0.17738491190095743
15	3	1	uniform	G001011035	0.199082	0.36048	0.23426642520204852
15	3	1	uniform	G001013905	0.157237	0.48717	0.16962299398318145
15	3	1	uniform	G001083795	0.203768	0.31145	0.2516164252020485
15	3	1	uniform	G001187435	0.19161	0.32616	0.20260308756006304
15	3	1	uniform	G001278075	0.182635	0.41292	0.2019384090983826
15	3	1	uniform	G001279695	0.180126	0.39658	0.1951884090983826
15	3	1	uniform	G001279725	0.186834	0.36256	0.2097484090983826
15	3	1	uniform	G001279985	0.159123	0.54118	0.17424299398318144
15	3	1	uniform	G001298575	0.169892	0.496	0.1849859647009079
15	3	1	uniform	G001418335	0.166482	0.48371	0.18551802680498813
15	3	1	uniform	G001418415	0.163658	0.46424	0.18199299398318147
15	3	1	uniform	G001418465	0.177955	0.42807	0.18531814279384337
15	3	1	uniform	G001418475	0.159874	0.49985	0.1840621578625697
15	3	1	uniform	G001418495	0.183913	0.31196	0.20620028347018232
15	3	1	uniform	G001418585	0.156396	0.5215	0.17337072284894828
15	3	1	uniform	G001418655	0.163405	0.55304	0.17023802680498815
15	3	1	uniform	G001419695	0.163083	0.4215	0.18771299398318148
15	3	1	uniform	G001419745	0.177012	0.44452	0.18357814279384335
15	3	1	uniform	G001493375	0.20257	0.27263	0.2405564252020485
15	3	1	uniform	G001509795	0.144931	0.5462	0.1588477376326149
15	3	1	uniform	G001511815	0.158189	0.53996	0.17057491190095744
15	3	1	uniform	G001514045	0.151635	0.55329	0.17398072284894825
15	3	1	uniform	G001611795	0.150921	0.54745	0.17003299398318147
15	3	1	uniform	G001646665	0.181391	0.42713	0.1853784090983826
15	3	1	uniform	G001654495	0.166656	0.45993	0.17386491190095746
15	3	1	uniform	G001660045	0.163104	0.50252	0.17725299398318145
15	3	1	uniform	G001693675	0.189527	0.3524	0.21521840909838258
15	3	1	uniform	G001729485	0.18741	0.37915	0.19693308756006306
15	3	1	uniform	G001746425	0.185525	0.37999	0.2027284090983826
15	3	1	uniform	G001750785	0.185276	0.37665	0.1994584090983826
15	3	1	uniform	G001751375	0.195829	0.29664	0.2452164252020485
15	3	1	uniform	G001905365	0.184358	0.43008	0.18958082506553275
15	3	1	uniform	G900090125	0.198088	0.27432	0.24453642520204846
15	3	1	uniform	G900142575	0.195691	0.36071	0.22975750544805645
15	3	1	exp	REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
15	3	1	exp	G000009765	0.158516	0.53533	0.17149618564725289
15	3	1	exp	G000010605	0.18359	0.43626	0.19520617649808159
15	3	1	exp	G000091305	0.162504	0.51367	0.18178294511903054
15	3	1	exp	G000092385	0.192805	0.39123	0.22069762781325536
15	3	1	exp	G000147815	0.192379	0.39144	0.21945762781325534
15	3	1	exp	G000156435	0.154529	0.50637	0.17332517293762692
15	3	1	exp	G000158915	0.191512	0.39079	0.22658762781325537
15	3	1	exp	G000158935	0.154301	0.53428	0.17758517293762693
15	3	1	exp	G000158955	0.148691	0.54523	0.17738517293762696
15	3	1	exp	G000163875	0.189736	0.36571	0.21736866714670447
15	3	1	exp	G000203835	0.15913	0.52426	0.17764517293762694
15	3	1	exp	G000204605	0.170868	0.44828	0.1815527425957028
15	3	1	exp	G000213055	0.19331	0.33978	0.2191763377102256
15	3	1	exp	G000225525	0.179907	0.05374	0.16168122351576597
15	3	1	exp	G000240165	0.197041	0.35152	0.21852230871674602
15	3	1	exp	G000242715	0.113116	0.00022	0.19414745143354895
15	3	1	exp	G000253235	0.182854	0.4172	0.18854866714670454
15	3	1	exp	G000317595	0.156624	0.52189	0.17806294511903054
15	3	1	exp	G000331005	0.161908	0.51731	0.18617274259570285
15	3	1	exp	G000342125	0.191906	0.33733	0.20494698055074595
15	3	1	exp	G000349325	0.145669	0.57047	0.1638591982204973
15	3	1	exp	G000373565	0.235395	0.00666	0.19256522370794
15	3	1	exp	G000375725	0.238402	0.02329	0.19459617649808159
15	3	1	exp	G000376565	0.159106	0.56375	0.17992274259570282
15	3	1	exp	G000380165		0.2618555320017347
15	3	1	exp	G000381025	0.201618	0.26305	0.26127785225246425
15	3	1	exp	G000384175	0.21853	0.0282	0.18858866714670453
15	3	1	exp	G000424785	0.197385	0.29626	0.24450785225246421
15	3	1	exp	G000424825	0.19627	0.31156	0.2275878522524642
15	3	1	exp	G000424845	0.197398	0.25487	0.23952785225246426
15	3	1	exp	G000424965	0.197783	0.28411	0.24450785225246421
15	3	1	exp	G000426325	0.194589	0.30533	0.2204178522524642
15	3	1	exp	G000429085	0.1789	0.39527	0.1929161764980816
15	3	1	exp	G000444875	0.158328	0.51929	0.16349745143354896
15	3	1	exp	G000497405	0.198569	0.25074	0.24991785225246424
15	3	1	exp	G000497445	0.157903	0.50223	0.17744745143354898
15	3	1	exp	G000695235	0.192318	0.3784	0.20500698055074595
15	3	1	exp	G000716215	0.145949	0.57032	0.17308117293142775
15	3	1	exp	G000716675	0.177681	0.45379	0.18162522370794
15	3	1	exp	G000716805	0.162737	0.50634	0.1873261856472529
15	3	1	exp	G000717025	0.186026	0.38264	0.19934617649808156
15	3	1	exp	G000717345	0.186247	0.37791	0.1985469805507459
15	3	1	exp	G000717745	0.186144	0.3804	0.20625698055074593
15	3	1	exp	G000718015	0.191271	0.33043	0.2019669805507459
15	3	1	exp	G000718095	0.183776	0.40584	0.19067218134597985
15	3	1	exp	G000718315	0.167347	0.47976	0.17515745143354897
15	3	1	exp	G000718595	0.182024	0.3949	0.18991866714670452
15	3	1	exp	G000718635	0.191535	0.36971	0.2041569805507459
15	3	1	exp	G000718985	0.191671	0.32071	0.2303378522524642
15	3	1	exp	G000719135	0.206029	0.27906	0.2519878522524643
15	3	1	exp	G000719265	0.187682	0.3465	0.19951698055074596
15	3	1	exp	G000719335	0.184867	0.40146	0.19906866714670451
15	3	1	exp	G000719955	0.184213	0.3737	0.1939763377102256
15	3	1	exp	G000720455	0.186283	0.39524	0.20639866714670452
15	3	1	exp	G000720475	0.177757	0.41645	0.18972522370794
15	3	1	exp	G000721105	0.147508	0.56922	0.16621117293142776
15	3	1	exp	G000721235	0.158911	0.50594	0.1738851729376269
15	3	1	exp	G000721265	0.194416	0.33202	0.21862652055897913
15	3	1	exp	G000721275	0.182376	0.43436	0.1932586671467045
15	3	1	exp	G000721445	0.198963	0.33812	0.2408578522524642
15	3	1	exp	G000725495	0.167383	0.52249	0.17445618564725288
15	3	1	exp	G000725795	0.168323	0.44326	0.17683745143354895
15	3	1	exp	G000745345	0.198947	0.3225	0.22935675083411336
15	3	1	exp	G000802245	0.165737	0.42414	0.19449745143354893
15	3	1	exp	G000818195	0.227131	0.03042	0.19467218134597986
15	3	1	exp	G000819545	0.155824	0.37193	0.18359598309292938
15	3	1	exp	G000827005	0.18347	0.3919	0.1945360845405681
15	3	1	exp	G000830005	0.181941	0.42002	0.1859686671467045
15	3	1	exp	G000935125	0.186988	0.35503	0.19797698055074592
15	3	1	exp	G000938975	0.193916	0.40407	0.21600762781325536
15	3	1	exp	G000964305	0.197717	0.2779	0.2446478522524642
15	3	1	exp	G000968255	0.158698	0.54404	0.17367618564725287
15	3	1	exp	G000993785	0.20028	0.26875	0.24390785225246422
15	3	1	exp	G001005085	0.160439	0.53918	0.17540745143354897
15	3	1	exp	G001011035	0.198445	0.36175	0.23435785225246422
15	3	1	exp	G001013905	0.155762	0.49488	0.16754517293762694
15	3	1	exp	G001083795	0.203533	0.31242	0.2517078522524642
15	3	1	exp	G001187435	0.191067	0.32972	0.20245698055074593
15	3	1	exp	G001278075	0.18204	0.41738	0.2016086671467045
15	3	1	exp	G001279695	0.17938	0.40301	0.19485866714670455
15	3	1	exp	G001279725	0.186136	0.36718	0.20941866714670454
15	3	1	exp	G001279985	0.157779	0.55037	0.17216517293762695
15	3	1	exp	G001298575	0.168639	0.50532	0.1831627425957028
15	3	1	exp	G001418335	0.165521	0.49097	0.18378618564725288
15	3	1	exp	G001418415	0.16238	0.4713	0.17991517293762693
15	3	1	exp	G001418465	0.177034	0.43477	0.18416522370794
15	3	1	exp	G001418475	0.158645	0.5094	0.18218294511903052
15	3	1	exp	G001418495	0.183431	0.3162	0.20609762781325539
15	3	1	exp	G001418585	0.155141	0.53206	0.17125117293142778
15	3	1	exp	G001418655	0.1623	0.56272	0.1685061856472529
15	3	1	exp	G001419695	0.161861	0.42762	0.18563517293762694
15	3	1	exp	G001419745	0.175934	0.45137	0.18242522370793998
15	3	1	exp	G001493375	0.20204	0.27493	0.24064785225246427
15	3	1	exp	G001509795	0.143281	0.55588	0.15640122351576602
15	3	1	exp	G001511815	0.156763	0.55006	0.16859745143354896
15	3	1	exp	G001514045	0.150209	0.56465	0.17186117293142775
15	3	1	exp	G001611795	0.149605	0.55945	0.16795517293762693
15	3	1	exp	G001646665	0.180698	0.43221	0.1850486671467045
15	3	1	exp	G001654495	0.165596	0.46841	0.17188745143354897
15	3	1	exp	G001660045	0.161849	0.50959	0.17517517293762694
15	3	1	exp	G001693675	0.189025	0.35888	0.21488866714670452
15	3	1	exp	G001729485	0.186862	0.38341	0.19678698055074592
15	3	1	exp	G001746425	0.184919	0.38538	0.20239866714670451
15	3	1	exp	G001750785	0.184423	0.38071	0.19912866714670452
15	3	1	exp	G001751375	0.195368	0.29871	0.24530785225246424
15	3	1	exp	G001905365	0.183653	0.43328	0.18930617649808157
15	3	1	exp	G900090125	0.197717	0.2779	0.24462785225246422
15	3	1	exp	G900142575	0.195361	0.36191	0.23011675083411337
15	3	2	uniform	REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
15	3	2	uniform	G000009765	0.198864	0.26555	0.1961920055070385
15	3	2	uniform	G000010605	0.220077	0.22568	0.22166568812193221
15	3	2	uniform	G000091305	0.201914	0.27935	0.20656699855502442
15	3	2	uniform	G000092385	0.212239	0.28629	0.23829539424637747
15	3	2	uniform	G000147815	0.214472	0.26549	0.23705539424637745
15	3	2	uniform	G000158915	0.212453	0.27365	0.24418539424637745
15	3	2	uniform	G000158935	0.198941	0.28185	0.2022328677997648
15	3	2	uniform	G000158955	0.186033	0.31365	0.20203799367003866
15	3	2	uniform	G000163875	0.229042	0.17221	0.2427556881219322
15	3	2	uniform	G000203835	0.200872	0.29605	0.20229286779976477
15	3	2	uniform	G000204605	0.214295	0.22657	0.2063032735977251
15	3	2	uniform	G000213055	0.228287	0.17587	0.24321024762376064
15	3	2	uniform	G000225525	0.205841	0.04932	0.193889614209162
15	3	2	uniform	G000240165	0.222671	0.23533	0.23002859686329957
15	3	2	uniform	G000242715		0.21899032725368173
15	3	2	uniform	G000253235	0.218839	0.23328	0.2139356881219322
15	3	2	uniform	G000317595	0.192976	0.28616	0.20284699855502444
15	3	2	uniform	G000331005	0.194659	0.27482	0.2109232735977251
15	3	2	uniform	G000342125	0.225409	0.19725	0.22344770196292826
15	3	2	uniform	G000349325	0.191511	0.32658	0.19290961420916203
15	3	2	uniform	G000373565	0.230502	0.00657	0.21691443425043433
15	3	2	uniform	G000373665	0.242295	0.0179	0.2347685968632996
15	3	2	uniform	G000375725	0.226576	0.03483	0.22105568812193221
15	3	2	uniform	G000376565	0.174484	0.41874	0.20467327359772508
15	3	2	uniform	G000381025	0.228441	0.14349	0.27484241977911716
15	3	2	uniform	G000384175	0.200889	0.07439	0.21397568812193224
15	3	2	uniform	G000424785	0.221903	0.19445	0.25807241977911716
15	3	2	uniform	G000424825	0.224063	0.175	0.24115241977911717
15	3	2	uniform	G000424845	0.229686	0.13353	0.2530924197791172
15	3	2	uniform	G000424965	0.218423	0.16257	0.25807241977911716
15	3	2	uniform	G000426325	0.223506	0.17806	0.23398241977911716
15	3	2	uniform	G000429085	0.218105	0.18751	0.21937568812193223
15	3	2	uniform	G000444875	0.204322	0.25858	0.18834032725368172
15	3	2	uniform	G000497405	0.222212	0.12696	0.2634824197791171
15	3	2	uniform	G000497425	0.221386	0.21178	0.2300956881219322
15	3	2	uniform	G000497445	0.198264	0.26977	0.20229032725368173
15	3	2	uniform	G000695235	0.223951	0.2404	0.22350770196292824
15	3	2	uniform	G000716215	0.177133	0.34844	0.1849435705651704
15	3	2	uniform	G000716675	0.214017	0.25875	0.20597443425043432
15	3	2	uniform	G000716805	0.183847	0.36015	0.21202200550703854
15	3	2	uniform	G000717025	0.215116	0.20383	0.2258056881219322
15	3	2	uniform	G000717345	0.218535	0.23502	0.21704770196292825
15	3	2	uniform	G000717745	0.213632	0.22265	0.22475770196292827
15	3	2	uniform	G000718015	0.227096	0.19805	0.22046770196292825
15	3	2	uniform	G000718095	0.211453	0.22544	0.22485568812193218
15	3	2	uniform	G000718315	0.207338	0.25666	0.20000032725368172
15	3	2	uniform	G000718595	0.21763	0.21223	0.21530568812193224
15	3	2	uniform	G000718635	0.219749	0.21534	0.22265770196292825
15	3	2	uniform	G000718985	0.220944	0.17432	0.24390241977911714
15	3	2	uniform	G000719135	0.23249	0.15655	0.26555241977911714
15	3	2	uniform	G000719265	0.223534	0.19164	0.21801770196292825
15	3	2	uniform	G000719335	0.22422	0.22536	0.22445568812193223
15	3	2	uniform	G000719955	0.220486	0.22056	0.21801024762376062
15	3	2	uniform	G000720455	0.221667	0.21563	0.23178568812193223
15	3	2	uniform	G000720475	0.216174	0.22445	0.21407443425043435
15	3	2	uniform	G000721235	0.203959	0.27555	0.19853286779976476
15	3	2	uniform	G000721265	0.225762	0.17467	0.24870568812193222
15	3	2	uniform	G000721275	0.223854	0.238	0.21864568812193222
15	3	2	uniform	G000721445	0.22695	0.20587	0.2544224197791171
15	3	2	uniform	G000725495	0.207099	0.26002	0.19915200550703854
15	3	2	uniform	G000725795	0.207788	0.21834	0.20168032725368173
15	3	2	uniform	G000745345	0.229228	0.19582	0.2418985968632996
15	3	2	uniform	G000802245	0.206264	0.19485	0.21934032725368174
15	3	2	uniform	G000818195	0.20905	0.07381	0.2288556881219322
15	3	2	uniform	G000819545	0.226608	0.06285	0.20838319902269414
15	3	2	uniform	G000827005	0.219859	0.24502	0.218590550663614
15	3	2	uniform	G000830005	0.21998	0.23376	0.21135568812193223
15	3	2	uniform	G000935125	0.220046	0.19664	0.21647770196292826
15	3	2	uniform	G000938975	0.212184	0.28431	0.23360539424637744
15	3	2	uniform	G000964305	0.223776	0.15756	0.25821241977911713
15	3	2	uniform	G000968255	0.198959	0.28223	0.1983720055070385
15	3	2	uniform	G000993785	0.224599	0.16467	0.2574724197791171
15	3	2	uniform	G001005085	0.199523	0.32302	0.20025032725368172
15	3	2	uniform	G001011035	0.21396	0.24794	0.24792241977911716
15	3	2	uniform	G001013905	0.20109	0.28406	0.19219286779976477
15	3	2	uniform	G001083795	0.223781	0.2102	0.2652724197791172
15	3	2	uniform	G001187435	0.225546	0.1929	0.22095770196292824
15	3	2	uniform	G001278075	0.213572	0.23557	0.22699568812193222
15	3	2	uniform	G001279695	0.215619	0.21924	0.22024568812193224
15	3	2	uniform	G001279725	0.225717	0.17449	0.2348056881219322
15	3	2	uniform	G001279985	0.202123	0.29509	0.19692922505498317
15	3	2	uniform	G001298575	0.197488	0.31495	0.2079132735977251
15	3	2	uniform	G001418335	0.203639	0.24673	0.2084820055070385
15	3	2	uniform	G001418415	0.201154	0.24002	0.20380885228246837
15	3	2	uniform	G001418465	0.212218	0.24415	0.2085144342504343
15	3	2	uniform	G001418475	0.199735	0.26501	0.20696699855502443
15	3	2	uniform	G001418495	0.21775	0.1683	0.22369539424637747
15	3	2	uniform	G001418585	0.192903	0.30741	0.19461124401072855
15	3	2	uniform	G001418655	0.176877	0.39393	0.19320200550703853
15	3	2	uniform	G001419695	0.201847	0.21861	0.20952885228246843
15	3	2	uniform	G001419745	0.211819	0.25288	0.20677443425043435
15	3	2	uniform	G001493375	0.226757	0.15751	0.2542124197791172
15	3	2	uniform	G001509795	0.199838	0.2654	0.188609614209162
15	3	2	uniform	G001511815	0.201473	0.31336	0.1934403272536817
15	3	2	uniform	G001513975	0.186855	0.30037	0.19039961420916202
15	3	2	uniform	G001514045	0.153285	0.44106	0.1889181716114623
15	3	2	uniform	G001611795	0.190487	0.32155	0.1926079936700387
15	3	2	uniform	G001646665	0.219081	0.22358	0.2104356881219322
15	3	2	uniform	G001654495	0.204904	0.26454	0.19673032725368172
15	3	2	uniform	G001660045	0.202897	0.27915	0.19982286779976477
15	3	2	uniform	G001693675	0.22734	0.17141	0.2402756881219322
15	3	2	uniform	G001729485	0.218171	0.2372	0.21528770196292824
15	3	2	uniform	G001746425	0.221944	0.2063	0.22778568812193223
15	3	2	uniform	G001750785	0.226947	0.20294	0.22451568812193223
15	3	2	uniform	G001751375	0.225667	0.1814	0.2588724197791171
15	3	2	uniform	G001905365	0.219611	0.21901	0.2157656881219322
15	3	2	uniform	G900090125	0.223776	0.15756	0.25819241977911717
15	3	2	uniform	G900142575	0.226534	0.20381	0.2426585968632996
15	3	2	exp	REF_ID	ESTIMATED_DISTANCE	PORTION_MAPPED	TRUE_DISTANCE
15	3	2	exp	G000009765	0.197939	0.26989	0.19372941775564514
15	3	2	exp	G000010605	0.219803	0.22548	0.22025606836989675
15	3	2	exp	G000091305	0.200789	0.28279	0.20398736774712872
15	3	2	exp	G000092385	0.211891	0.28794	0.23736904905022263
15	3	2	exp	G000147815	0.214286	0.26724	0.2361290490502226
15	3	2	exp	G000158915	0.212036	0.2754	0.24325904905022258
15	3	2	exp	G000158935	0.197856	0.28588	0.1995634510076151
15	3	2	exp	G000158955	0.184711	0.32013	0.19936721243087963
15	3	2	exp	G000163875	0.228791	0.17184	0.24134606836989675
15	3	2	exp	G000203835	0.199778	0.29973	0.1996234510076151
15	3	2	exp	G000204605	0.21353	0.22846	0.20376811076111706
15	3	2	exp	G000213055	0.228147	0.17536	0.2416256925507163
15	3	2	exp	G000225525	0.20482	0.05004	0.19110832760068572
15	3	2	exp	G000240165	0.222805	0.23521	0.22961698941025716
15	3	2	exp	G000242715		0.2163326677414511
15	3	2	exp	G000253235	0.218307	0.23506	0.21252606836989674
15	3	2	exp	G000317595	0.191847	0.29129	0.20026736774712872
15	3	2	exp	G000331005	0.193535	0.28027	0.20838811076111707
15	3	2	exp	G000342125	0.225268	0.19635	0.22245213775486344
15	3	2	exp	G000349325	0.190316	0.33056	0.19012832760068574
15	3	2	exp	G000373565	0.232672	0.00625	0.2149116285417885
15	3	2	exp	G000373665	0.242076	0.01783	0.23435698941025718
15	3	2	exp	G000375725	0.226033	0.03507	0.21964606836989675
15	3	2	exp	G000376565	0.172942	0.42964	0.20213811076111704
15	3	2	exp	G000381025	0.228164	0.14425	0.2742252528361602
15	3	2	exp	G000384175	0.200174	0.07731	0.21256606836989678
15	3	2	exp	G000424785	0.22156	0.19483	0.2574552528361602
15	3	2	exp	G000424825	0.223937	0.17477	0.24053525283616023
15	3	2	exp	G000424845	0.229792	0.13244	0.25247525283616024
15	3	2	exp	G000424965	0.218404	0.16296	0.2574552528361602
15	3	2	exp	G000426325	0.223631	0.1782	0.23336525283616022
15	3	2	exp	G000429085	0.21754	0.18892	0.2179660683698968
15	3	2	exp	G000444875	0.203234	0.26222	0.18568266774145115
15	3	2	exp	G000497405	0.222302	0.12678	0.26286525283616025
15	3	2	exp	G000497425	0.221208	0.21267	0.22868606836989674
15	3	2	exp	G000497445	0.197271	0.27425	0.19963266774145114
15	3	2	exp	G000695235	0.223783	0.24064	0.22251213775486342
15	3	2	exp	G000716215	0.175611	0.35608	0.18149180359667283
15	3	2	exp	G000716675	0.213406	0.26018	0.2039716285417885
15	3	2	exp	G000716805	0.182824	0.36935	0.20955941775564516
15	3	2	exp	G000717025	0.214823	0.20536	0.22439606836989673
15	3	2	exp	G000717345	0.218313	0.23664	0.21605213775486343
15	3	2	exp	G000717745	0.213155	0.22454	0.22376213775486345
15	3	2	exp	G000718015	0.226847	0.19786	0.21947213775486346
15	3	2	exp	G000718095	0.211004	0.22797	0.22344606836989672
15	3	2	exp	G000718315	0.206168	0.25929	0.19734266774145115
15	3	2	exp	G000718595	0.217223	0.21275	0.21389606836989677
15	3	2	exp	G000718635	0.219499	0.21526	0.22166213775486343
15	3	2	exp	G000718985	0.221044	0.17384	0.24328525283616023
15	3	2	exp	G000719135	0.232672	0.15595	0.26493525283616026
15	3	2	exp	G000719265	0.223456	0.19111	0.21702213775486345
15	3	2	exp	G000719335	0.22372	0.22613	0.22304606836989677
15	3	2	exp	G000719955	0.220046	0.2209	0.2164256925507163
15	3	2	exp	G000720455	0.221414	0.21621	0.23037606836989677
15	3	2	exp	G000720475	0.2156	0.22571	0.21207162854178851
15	3	2	exp	G000721235	0.202805	0.27885	0.1958634510076151
15	3	2	exp	G000721265	0.22549	0.17584	0.24729606836989676
15	3	2	exp	G000721275	0.223249	0.23938	0.21723606836989678
15	3	2	exp	G000721445	0.22698	0.20608	0.2538052528361602
15	3	2	exp	G000725495	0.206143	0.26396	0.19668941775564516
15	3	2	exp	G000725795	0.206896	0.22098	0.19902266774145114
15	3	2	exp	G000745345	0.229273	0.19497	0.24148698941025715
15	3	2	exp	G000802245	0.205336	0.19831	0.21668266774145112
15	3	2	exp	G000818195	0.208843	0.07403	0.22744606836989675
15	3	2	exp	G000819545	0.227126	0.06168	0.20579937312316754
15	3	2	exp	G000827005	0.219557	0.24495	0.21697872749496877
15	3	2	exp	G000830005	0.219398	0.23565	0.20994606836989677
15	3	2	exp	G000935125	0.219794	0.19691	0.21548213775486344
15	3	2	exp	G000938975	0.211686	0.28569	0.23267904905022258
15	3	2	exp	G000964305	0.223732	0.15643	0.2575952528361602
15	3	2	exp	G000968255	0.197935	0.28646	0.19590941775564516
15	3	2	exp	G000993785	0.224537	0.16488	0.25685525283616023
15	3	2	exp	G001005085	0.198504	0.32728	0.19759266774145112
15	3	2	exp	G001011035	0.213928	0.24819	0.24730525283616026
15	3	2	exp	G001013905	0.199817	0.28787	0.18952345100761508
15	3	2	exp	G001083795	0.224022	0.20897	0.26465525283616026
15	3	2	exp	G001187435	0.225421	0.19251	0.21996213775486345
15	3	2	exp	G001278075	0.21318	0.23745	0.22558606836989675
15	3	2	exp	G001279695	0.215336	0.22107	0.21883606836989677
15	3	2	exp	G001279725	0.225366	0.17419	0.23339606836989674
15	3	2	exp	G001279985	0.201034	0.29781	0.1942288353157201
15	3	2	exp	G001298575	0.196373	0.31987	0.20537811076111706
15	3	2	exp	G001418335	0.202776	0.24954	0.20601941775564514
15	3	2	exp	G001418415	0.200122	0.24373	0.20134014564540165
15	3	2	exp	G001418465	0.211626	0.24619	0.2065116285417885
15	3	2	exp	G001418475	0.198349	0.26863	0.20438736774712873
15	3	2	exp	G001418495	0.217333	0.16905	0.2227690490502226
