#OTU ID	SRS011061	SRS011084	SRS011086	SRS011090	SRS011098	SRS011105	SRS011111	SRS011115	SRS011126	SRS011134	SRS011140	SRS011144	SRS011152	SRS011239	SRS011243	SRS011247	SRS011255	SRS011269	SRS011271	SRS011302	SRS011306	SRS011310	SRS011343	SRS011355	SRS011405	SRS011452	SRS011529	SRS011586	SRS013234	SRS013252	SRS013258	SRS013261	SRS013502	SRS013506	SRS013638	SRS013687	SRS013705	SRS013711	SRS013723	SRS013825	SRS014235	SRS014271	SRS014287	SRS014343	SRS014613	SRS014923	SRS015133	SRS015174	SRS015190	SRS015395	SRS015425	SRS015470	SRS015574	SRS015578	SRS015663	SRS015762	SRS015782	SRS015854	SRS015921	SRS015960	SRS016002	SRS016018	SRS016056	SRS016095	SRS016203	SRS016225	SRS016267	SRS016319	SRS016331	SRS016335	SRS016349	SRS016437	SRS016517	SRS016529	SRS016533	SRS016541	SRS016585	SRS016600	SRS016753	SRS016944	SRS016954	SRS017076	SRS017080	SRS017088	SRS017103	SRS017127	SRS017139	SRS017191	SRS017209	SRS017215	SRS017227	SRS017304	SRS017307	SRS017497	SRS017521	SRS017533	SRS017537	SRS017701	SRS017713	SRS017788	SRS017821	SRS017849	SRS017851	SRS018133	SRS018145	SRS018149	SRS018157	SRS018313	SRS018329	SRS018337	SRS018394	SRS018427	SRS018439	SRS018443	SRS018501	SRS018513	SRS018591	SRS018739	SRS018791	SRS018817	SRS019081	SRS019245	SRS019267	SRS019381	SRS019582	SRS019685	SRS019787	SRS019894	SRS019906	SRS019910	SRS020233	SRS020261	SRS020263	SRS020386	SRS020869	SRS021484	SRS021496	SRS021986	SRS022006	SRS022609	SRS022621	SRS022625	SRS023176	SRS023557	SRS023617	SRS023914	SRS023926	SRS023930	SRS023938	SRS023971	SRS023987	SRS024265	SRS024277	SRS024281	SRS024289	SRS024310	SRS024331	SRS024347	SRS024355	SRS024388	SRS024424	SRS024470	SRS024482	SRS024580	SRS024596	SRS024598	SRS024625	SRS024637	SRS024649	SRS024655	SRS042628	SRS042643	SRS043411	SRS043422	SRS043701	SRS044474	SRS044902	SRS045197	SRS047113	SRS047219	SRS047225	SRS047265	SRS047634	SRS048870	SRS049164	SRS049389	SRS049959	SRS050422	SRS051031	SRS052697	SRS053335	SRS054590	SRS055450	SRS056259	SRS056796	SRS057692	SRS058182	SRS058770	SRS062427	SRS062540	SRS062544	SRS063287	SRS063603	SRS063985	SRS064276	SRS064493	SRS064557	SRS064809	SRS065278	SRS065310
G000264315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	307.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G000265365	23628.0	53243.0	0.0	0.0	0.0	1116.0	0.0	0.0	0.0	16807.0	0.0	144.0	0.0	4672.0	0.0	0.0	0.0	0.0	14956.0	5240.0	0.0	0.0	0.0	0.0	11432.0	325.0	1686.0	22113.0	0.0	0.0	0.0	0.0	0.0	0.0	1123.0	540.0	0.0	0.0	0.0	0.0	9111.0	0.0	6827.0	0.0	2433.0	8387.0	7831.0	0.0	2441.0	0.0	0.0	0.0	0.0	217.0	2245.0	0.0	4125.0	34517.0	0.0	6224.0	0.0	35254.0	3242.0	2418.0	26170.0	0.0	2708.0	0.0	0.0	14261.0	831.0	1104.0	4402.0	0.0	0.0	0.0	0.0	0.0	2376.0	0.0	3423.0	0.0	0.0	208.0	7894.0	0.0	0.0	6976.0	0.0	0.0	0.0	0.0	8326.0	0.0	3182.0	0.0	0.0	1588.0	0.0	0.0	2439.0	0.0	0.0	3535.0	0.0	0.0	0.0	3854.0	0.0	0.0	0.0	7668.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7760.0	0.0	0.0	16447.0	10481.0	22651.0	19546.0	6518.0	0.0	0.0	4093.0	8907.0	0.0	0.0	0.0	1060.0	27695.0	0.0	0.0	198.0	7681.0	0.0	0.0	1472.0	0.0	0.0	327.0	0.0	0.0	0.0	1867.0	0.0	6183.0	0.0	0.0	0.0	0.0	6111.0	0.0	0.0	14720.0	0.0	0.0	0.0	0.0	0.0	0.0	4673.0	0.0	0.0	0.0	6736.0	0.0	4235.0	0.0	8457.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6575.0	5507.0	0.0	5923.0	1036.0	1989.0	15999.0	31200.0	15897.0	0.0	4196.0	128.0	0.0	0.0	3459.0	4181.0	0.0	0.0	0.0	0.0	23482.0	3659.0	0.0	5605.0	0.0	0.0	0.0
G000269565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	473.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4437.0	0.0	0.0	0.0	0.0	0.0	0.0	124.0	0.0	0.0	0.0	0.0	0.0	318.0	0.0	140.0	0.0	0.0	198.0	184.0	0.0	171.0	0.0	0.0	0.0	0.0	0.0	1124.0	0.0	802.0	0.0	0.0	0.0	0.0	0.0	0.0	628.0	261.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	435.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4863.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	161.0	0.0	0.0	0.0	885.0	175.0	0.0	0.0	0.0	0.0	164.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	259.0	0.0	149.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	433.0	0.0	0.0	147.0	153.0	159.0	0.0	0.0	164.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	284.0	0.0	0.0	0.0	0.0	0.0
G000269605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	350.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	433.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103.0	0.0	0.0	0.0	0.0	0.0	0.0	697.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G000269805	0.0	0.0	0.0	200.0	13525.0	0.0	0.0	0.0	14700.0	0.0	0.0	234.0	24294.0	0.0	0.0	152.0	83960.0	0.0	0.0	0.0	0.0	251.0	31437.0	0.0	0.0	0.0	0.0	0.0	185.0	26663.0	0.0	0.0	0.0	214.0	0.0	0.0	0.0	113.0	12324.0	355.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56932.0	22809.0	0.0	0.0	0.0	0.0	0.0	1270.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25860.0	0.0	181.0	0.0	0.0	0.0	229.0	2238.0	0.0	313.0	0.0	0.0	0.0	114.0	915.0	0.0	0.0	860.0	6605.0	0.0	0.0	0.0	15158.0	27061.0	0.0	0.0	0.0	122.0	156.0	0.0	0.0	3623.0	0.0	0.0	0.0	0.0	0.0	128.0	10480.0	0.0	948.0	6597.0	16051.0	0.0	0.0	8231.0	0.0	7608.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2937.0	0.0	0.0	0.0	0.0	103.0	0.0	0.0	0.0	853.0	0.0	0.0	0.0	191.0	0.0	105.0	0.0	0.0	0.0	0.0	427.0	0.0	214.0	0.0	0.0	0.0	45083.0	0.0	0.0	461.0	11716.0	0.0	0.0	97.0	244.0	94.0	0.0	0.0	0.0	161.0	10753.0	0.0	0.0	0.0	0.0	93.0	0.0	0.0	0.0	31689.0	5074.0	0.0	148.0	2504.0	2082.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13922.0	0.0	0.0	0.0	0.0	0.0	0.0	652.0	0.0	122.0	5580.0	0.0	0.0	7258.0	0.0	1007.0	0.0	37351.0
G000270145	0.0	0.0	727.0	462.0	0.0	0.0	0.0	133.0	0.0	0.0	314.0	218.0	0.0	0.0	137.0	303.0	0.0	0.0	0.0	0.0	454.0	261.0	0.0	0.0	0.0	0.0	0.0	0.0	640.0	0.0	0.0	0.0	443.0	177.0	0.0	0.0	170.0	185.0	0.0	239.0	0.0	0.0	0.0	389.0	0.0	0.0	0.0	216.0	0.0	1129.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0	0.0	322.0	0.0	108.0	0.0	0.0	0.0	0.0	101.0	0.0	198.0	0.0	0.0	164.0	0.0	0.0	374.0	246.0	0.0	0.0	348.0	0.0	0.0	0.0	723.0	342.0	441.0	0.0	144.0	0.0	0.0	0.0	175.0	0.0	0.0	0.0	0.0	0.0	234.0	431.0	0.0	93.0	0.0	0.0	0.0	0.0	0.0	419.0	184.0	0.0	0.0	349.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	213.0	0.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	326.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.0	366.0	0.0	0.0	235.0	303.0	0.0	468.0	131.0	0.0	131.0	278.0	0.0	0.0	187.0	0.0	246.0	639.0	0.0	0.0	0.0	197.0	0.0	0.0	0.0	169.0	0.0	99.0	0.0	0.0	0.0	499.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	203.0	0.0	0.0	0.0	0.0	0.0	97.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	174.0	0.0	0.0	0.0	605.0	0.0	246.0	0.0	0.0	0.0	0.0	0.0	216.0	0.0	0.0
G000270305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	176.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	211.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G000271425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	403.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G000271925	0.0	0.0	0.0	0.0	2376.0	0.0	0.0	1071.0	6258.0	0.0	0.0	116.0	4680.0	0.0	113.0	197.0	24073.0	0.0	0.0	0.0	0.0	217.0	6890.0	0.0	0.0	0.0	0.0	0.0	0.0	12872.0	0.0	0.0	0.0	0.0	0.0	0.0	193.0	478.0	14895.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.0	0.0	0.0	0.0	1585.0	16280.0	0.0	0.0	119.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.0	0.0	124.0	6331.0	0.0	390.0	0.0	0.0	0.0	0.0	1552.0	0.0	186.0	0.0	0.0	0.0	0.0	201.0	202.0	0.0	0.0	21790.0	0.0	376.0	138.0	6512.0	5547.0	0.0	0.0	0.0	85.0	0.0	0.0	155.0	2681.0	0.0	0.0	0.0	0.0	211.0	91.0	4148.0	0.0	92.0	2826.0	5272.0	0.0	1045.0	7713.0	0.0	2662.0	0.0	143.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5238.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	456.0	0.0	0.0	0.0	0.0	112.0	0.0	0.0	0.0	0.0	411.0	103.0	9113.0	0.0	0.0	0.0	0.0	0.0	6309.0	0.0	0.0	487.0	23224.0	0.0	0.0	265.0	195.0	0.0	0.0	0.0	0.0	0.0	6679.0	0.0	0.0	0.0	0.0	1261.0	0.0	0.0	0.0	3834.0	4499.0	0.0	0.0	3823.0	6802.0	0.0	0.0	616.0	0.0	0.0	0.0	0.0	0.0	0.0	10334.0	0.0	0.0	735.0	0.0	0.0	0.0	150.0	0.0	0.0	3029.0	0.0	0.0	0.0	0.0	270.0	0.0	3197.0
G000274045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	449.0	957.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G000274085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	452.0	950.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G000274945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	415.0	864.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G000277715	0.0	0.0	0.0	0.0	3704.0	0.0	0.0	0.0	18817.0	0.0	233.0	164.0	17075.0	0.0	0.0	0.0	35843.0	0.0	0.0	0.0	0.0	0.0	16461.0	0.0	0.0	0.0	0.0	0.0	0.0	7622.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.0	8909.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17316.0	9671.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34000.0	0.0	0.0	0.0	0.0	0.0	0.0	270.0	0.0	0.0	0.0	0.0	0.0	0.0	127.0	95.0	0.0	0.0	15086.0	0.0	0.0	76.0	11987.0	3363.0	0.0	0.0	0.0	233.0	124.0	0.0	0.0	6602.0	0.0	0.0	0.0	0.0	0.0	0.0	10892.0	0.0	0.0	456.0	12001.0	0.0	0.0	2752.0	0.0	6210.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	15007.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8499.0	0.0	0.0	0.0	0.0	0.0	16223.0	0.0	0.0	635.0	3424.0	0.0	0.0	116.0	155.0	0.0	0.0	0.0	0.0	0.0	1990.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10836.0	8762.0	93.0	0.0	4673.0	8829.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6657.0	0.0	0.0	145.0	0.0	0.0	0.0	0.0	0.0	0.0	5862.0	0.0	0.0	7863.0	0.0	145.0	0.0	9254.0
G000283315	0.0	0.0	0.0	0.0	0.0	1279.0	0.0	0.0	0.0	0.0	0.0	441.0	0.0	0.0	0.0	103.0	0.0	0.0	0.0	0.0	0.0	0.0	415.0	3265.0	0.0	2546.0	0.0	0.0	0.0	107.0	1032.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1810.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	199.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	138.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.0	287.0	0.0	1510.0	0.0	15293.0	0.0	0.0	1649.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	440.0	171.0	0.0	0.0	0.0	0.0	2035.0	3457.0	0.0	0.0	0.0	0.0	0.0	491.0	171.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	581.0	822.0	1180.0	0.0	0.0	0.0	0.0	15325.0	0.0	0.0	303.0	0.0	0.0	133.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3331.0	0.0	158.0	0.0	0.0	1477.0	0.0	0.0	0.0	674.0	504.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	247.0	0.0	0.0	0.0	0.0	1186.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	183.0
